filename,regnet_y_800mf,regnet_x_16gf,vgg13,vgg19,ViTB32,EfficientNetV2_l,EfficientNetb2,DenseNet169,regnet_x_800mf,ViTH14,EfficientNetb5,DenseNet121,ViTL16,Inception_v3,MNASNet0_5,vgg16_bn,ConvNeXt_large,MaxVit,wide_resnet101_2,swin_v2_b,shufflenet_v2_x0_5,vgg13_bn,EfficientNetb1,swin_s,EfficientNetb6,swin_t,vgg11_bn,regnet_y_16gf,MNASNet0_75,squeezenet1_0,resnet152,ConvNeXt_small,shufflenet_v2_x1_5,MNASNet1_3,swin_v2_s,ConvNeXt_base,resnext101_32x8d,vgg19_bn,regnet_x_8gf,swin_b,regnet_x_1_6gf,EfficientNetb4,regnet_x_400mf,resnet18,resnext50_32x4d,resnet50,regnet_y_32gf,resnext101_64x4d,EfficientNetb3,EfficientNetV2_m,EfficientNetV2_s,resnet34,MobileNet_v3_large,AlexNet,MobileNet_V2,regnet_y_1_6gf,regnet_y_400mf,swin_v2_t,wide_resnet50_2,shufflenet_v2_x1_0,ConvNeXt_tiny,resnet101,regnet_x_32gf,DenseNet201,vgg16,ViTB16,MNASNet1_0,regnet_x_3_2gf,regnet_y_8gf,EfficientNetb7,squeezenet1_1,regnet_y_128gf,MobileNet_v3_small,DenseNet161,GoogLeNet,EfficientNetb0,regnet_y_3_2gf,vgg11,shufflenet_v2_x2_0,ViTL32
n01440764_7411.JPEG,6.091,1.254,3.677,2.039,10.568,7.484,6.859,0.096,0.202,0.578,9.59,3.078,10.805,11.513,1.68,0.347,8.596,8.393,2.613,2.628,8.258,0.515,7.045,1.867,10.117,2.386,3.237,9.932,0.227,5.081,0.852,4.369,0.07,0.328,3.233,6.346,1.413,0.314,2.107,2.177,0.389,7.332,0.236,3.003,2.066,0.597,8.666,0.476,8.07,9.218,9.316,1.128,6.189,1.617,0.465,5.58,3.544,4.083,0.665,4.358,0.136,1.905,0.653,0.358,0.278,0.298,0.502,0.932,8.386,5.993,3.349,5.737,1.45,0.568,8.249,2.76,8.133,3.942,0.377,9.478
n01440764_7424.JPEG,6.649,5.408,2.397,4.232,6.675,2.946,6.242,5.343,2.925,2.368,10.174,6.062,5.871,11.511,0.573,1.467,3.587,7.115,6.198,5.375,0.688,3.099,6.411,3.029,10.52,4.611,2.622,7,1.804,1.242,5.649,4.437,3.595,2.879,4.439,5.646,4.704,6.339,6.414,5.933,3.693,8.614,2.861,2.305,7.353,4.39,6.24,4.215,6.876,7.873,7.505,1.711,4.926,0.842,2.387,7.11,6.269,7.075,5.568,1.419,2.718,6.595,4.833,5.962,0.577,0.314,2.223,6.284,6.919,8.944,0.171,5.069,3.24,6.941,5.049,6.464,6.705,1.227,0.555,6.034
n01440764_7425.JPEG,8.526,3.868,3.487,2.683,10.169,9.418,10.387,7.956,2.294,0.675,11.072,7.151,10.49,11.513,0.716,4.025,6.288,9.383,4.745,4.422,0.806,3.688,8.945,2.176,10.99,3.969,4.321,10.554,2.43,1.176,5.004,3.246,3.078,3.507,3.342,5.676,4.157,5.344,4.501,3.489,3.397,10.191,2.523,2.887,5.099,4.262,10.062,3.631,9.993,8.435,8.681,5.276,8.109,5.926,4.609,8.1,7.373,4.429,4.233,2.495,2.394,4.626,3.864,6.503,1.274,0.729,4.773,4.326,10.311,11.456,0.506,7.683,6.832,7.133,6.626,6.388,9.425,2.872,1.698,5.383
n01440764_7426.JPEG,8.789,3.355,1.625,2.926,9.021,5.392,10.203,5.071,0.823,0.846,9.134,6.562,7.462,11.513,0.258,3.37,0.823,7.969,2.526,1.315,2.279,4.859,9.676,1.248,6.975,4.72,0.958,9.856,1.058,0.354,3.089,5.331,2.81,1.416,0.525,6.098,2.188,5.038,4.06,3.154,2.145,9.224,1.256,0.945,3.786,3.387,8.246,1.861,9.369,8.274,9.346,2.561,7.394,0.861,2.01,8.693,7.974,2.207,3.116,3.698,0.644,3.84,3.73,4.217,1.076,2.334,1.493,3.292,8.876,9.135,0.405,5.775,0.736,4.84,8.325,5.622,9.034,1.607,0.917,5.766
n01440764_7428.JPEG,1.083,3.351,0.413,0.565,2.69,6.151,4.964,3.468,0.721,4.3,3.775,3.323,7.589,8.082,0.781,0.624,3.99,3.7,3.799,2.877,0.298,2.116,5.289,2.45,8.346,1.272,0.179,9.378,0.215,0.306,5.264,1.697,0.618,0.091,1.692,2.968,3.608,0.985,4.068,3.247,1.883,5.784,0.97,0.71,3.221,1.197,7.714,1.638,7.688,7.31,8.638,0.268,0.976,1.924,0.653,5.273,2.496,4.745,2.812,0.496,0.913,3.061,3.475,2.047,0.528,0.372,0.988,3.84,8.066,7.138,0.313,6.867,1.322,3.352,0.606,2.366,5.383,1.397,1.957,4.777
n01440764_7457.JPEG,2.482,2.16,1.124,1.516,6.48,3.109,3.856,1.059,1.047,0.913,6.735,1.089,6.232,8.495,0.192,0.359,2.5,6.668,3.177,4.017,0.724,4.06,5.476,0.573,5.899,5.396,2.817,7.762,0.511,0.119,3.742,4.601,0.903,1.501,2.442,5.237,2.195,1.433,3.377,6.637,1.096,6.152,0.627,0.397,3.72,2.011,6.428,1.205,7.181,6.561,6.114,0.794,3.724,1.192,0.853,4.862,2.926,5.119,2.26,1.82,3.822,2.861,2.505,1.954,0.35,0.672,1.271,1.654,6.985,3.38,0.226,6.354,2.081,4.611,2.205,2.705,7.117,0.748,1.323,5.713
n01440764_7462.JPEG,6.878,1.086,1.372,1.325,6.058,7.808,7.612,3.07,0.49,1.827,11.486,2.429,4.574,11.513,0.487,3.869,6.05,8.055,2.368,4.014,0.371,3.866,6.904,2.218,10.784,0.995,2.999,8.366,0.397,0.324,1.037,3.424,0.666,0.955,2.773,5.453,0.733,3.102,1.449,2.887,0.56,6.21,0.44,0.466,2.345,1.253,5.241,0.847,7.964,9.316,8.764,1.472,4.81,0.575,0.844,6.044,4.962,2.997,1.862,0.768,0.154,1.92,1.343,2.244,3.181,0.623,0.167,0.744,7.622,8.803,0.313,3.565,3.561,2.877,5.327,5.596,8.226,1.343,2.71,6.355
n01440764_747.JPEG,5.414,2.327,0.9,0.362,6.955,7.78,5.221,0.879,0.41,1.876,9.268,0.944,11.209,11.513,0.157,0.442,9.34,5.976,3.611,8.065,0.839,0.567,6.765,6.225,6.811,3.521,0.823,9.949,0.29,0.647,3.329,5.695,0.443,1.058,6.853,6.543,2.614,0.532,2.318,6.315,1.019,6.009,0.556,0.869,2.146,0.708,10.799,2.39,7.318,7.714,9.21,0.843,5.626,0.64,0.398,6.818,5.233,4.446,2.014,0.63,3.201,3.449,3.577,0.693,0.416,0.504,0.23,1.594,7.783,9.385,1.253,5.939,3.465,0.477,2.396,0.835,8.284,0.915,0.314,5.879
n01440764_7473.JPEG,0.505,0.029,0.174,0.089,7.035,8.495,0.231,0.701,0.029,0.58,11.461,0.407,10.615,11.511,1.872,0.287,8.68,5.664,0.07,0.134,0.936,0.334,0.171,0.164,11.579,0.659,0.162,0.988,0.035,0.395,0.013,0.061,0.158,0.269,0.191,0.136,0.081,0.497,0.075,0.148,0.062,2.892,0.057,0.847,0.044,0.088,3.411,0.164,1.001,6.003,4.109,1.14,0.233,0.669,0.179,2.057,1.045,0.378,0.098,0.787,0.025,0.068,0.15,0.285,0.52,0.12,0.556,0.099,2.18,6.469,0.11,5.751,0.189,0.512,5.004,0.413,1.554,0.186,0.147,3.517
n01440764_7492.JPEG,2.972,2.028,0.688,0.79,2.932,1.495,1.826,1.061,0.662,0.351,0.911,0.879,6.429,3.46,0.125,1.141,5.431,4.9,1.161,5.786,0.5,1.094,2.278,4.459,1.278,3.432,0.617,7.591,0.147,0.547,1.085,2.12,0.977,0.409,3.556,3.777,0.833,0.958,1.304,4.988,1.022,3.315,0.485,0.404,2.109,0.624,6.538,1.708,5.466,7.394,6.248,0.896,1.714,0.152,0.312,4.577,1.287,2.801,1,0.855,0.347,0.828,2.691,1.235,0.761,0.118,0.85,1.69,7.987,0.748,0.638,4.214,1.123,1.767,0.909,2.294,6.294,0.477,0.673,0.841
n01440764_7499.JPEG,8.012,4.795,1.24,0.859,11.225,3.698,6.825,7.215,1.032,0.41,6.608,5.761,11.343,11.513,0.401,1.656,9.583,8.663,4.132,8.471,5.723,4.419,7.344,7.241,5.942,7.465,2.542,11.197,1.425,1.632,3.449,7.176,3.987,2.054,6.996,8.794,3.895,2.489,5.321,8.863,1.959,10.548,1.746,0.415,4.708,2.011,7.363,2.418,11.172,7.467,10.409,0.985,7.438,0.48,2.469,8.161,4.408,8.676,4.44,0.886,6.431,4.161,5.14,6.038,0.815,0.623,7.565,3.835,9.293,8.769,2.354,1.519,7.917,7.087,8.877,3.516,9.568,0.77,0.98,6.06
n01440764_7501.JPEG,6.982,3.551,0.282,0.792,7.647,5.804,4.918,4.791,0.795,0.337,8.988,3.634,7.969,1.524,0.226,0.361,6.871,7.671,2.595,4.668,0.329,1.29,7.588,6.581,9.275,2.949,0.612,7.729,0.391,0.428,3.626,3.648,1.148,0.695,3.774,5.351,1.054,0.947,3.64,6.912,1.066,8.775,0.359,0.538,3.338,2.138,6.994,1.982,7.83,6.56,7.014,2.711,3.156,4.197,1.273,6.571,2.958,4.722,2.817,0.691,1.455,3.243,4.669,3.626,0.478,0.257,0.212,2.66,6.622,9.046,0.466,4.387,5.319,4.787,7.651,3.781,8.045,1.339,0.289,6.094
n01440764_7514.JPEG,5.269,4.983,3.882,2.654,6.434,6.033,8.237,5.169,0.875,1.937,7.234,6.465,8.591,3.297,0.583,0.712,5.228,8.739,6.384,5.321,3.566,1.544,5.091,3.057,4.729,3.696,1.234,9.926,3.826,0.444,6.295,6.017,1.941,4.184,5.712,7.017,3.863,1.15,3.104,6.213,2.143,6.887,1.925,1.572,3.331,2.023,7.425,3.334,9.72,6.114,1.671,0.51,6.374,1.298,4.222,7.39,6.543,4.654,4.169,0.754,2.801,7.423,5.146,7.795,1.422,2.383,0.404,4.775,7.665,1.174,3.389,4.49,0.406,4.381,0.666,3.307,8.68,3.201,0.991,7.281
n01440764_7519.JPEG,8.77,6.341,0.911,0.915,9.942,8.062,9.179,6.604,4.203,0.574,7.841,6.838,10.291,1.571,0.906,0.866,6.295,8.422,6.558,6.368,1.757,0.989,9.58,5.561,8.19,5.369,0.504,10.321,3.434,0.706,7.128,7.396,2.859,4.755,5.621,7.323,5.75,3.753,6.403,6.592,4.763,9.399,2.816,0.654,7.702,6.012,7.786,4.772,9.932,7.631,9.458,3.912,7.582,0.488,4.4,9.083,6.331,5.794,5.521,3.992,5.53,7.549,4.771,7.852,0.433,1.499,1.024,6.941,9.662,6.922,1.779,2.941,2.338,8.163,2.33,7.751,9.141,1.527,2.534,7.712
n01440764_752.JPEG,6.353,1.338,1.086,0.746,8.78,9.144,6.35,3.288,0.458,0.363,9.596,3.28,10.98,11.513,0.237,0.747,6.322,8.445,1.957,3.583,0.741,0.531,6.223,0.992,12.159,1.943,1.255,10.11,0.682,0.569,1.665,3.511,0.727,0.885,2.983,5.725,1.849,1.086,2.322,2.834,1.056,6.716,0.718,0.595,1.896,1.357,9.246,0.928,7.905,8.845,9.052,0.71,4.466,3.34,0.904,7.367,5.983,3.661,1.808,0.545,0.063,1.321,2.007,1.782,0.58,1.833,0.793,1.202,8.361,10.622,0.924,5.501,6.702,2.98,9.067,3.039,9.16,2.349,2.32,5.488
n01440764_7521.JPEG,7.226,2.584,0.557,0.686,9.18,8.801,9.224,3.64,0.441,0.876,11.462,1.287,10.551,11.513,0.344,1.037,6.806,4.856,1.756,0.745,0.699,0.612,7.972,0.223,11.668,0.529,0.72,9.75,0.077,0.521,1.373,4.625,0.845,0.505,0.427,6.324,1.565,1.304,2.738,0.738,0.803,7.332,1.005,1.451,2.305,1.385,8.132,0.925,8.933,8.309,8.359,0.237,5.607,0.686,0.276,8.809,7.941,0.286,2.474,0.574,0.229,1.96,2.133,0.987,0.129,0.643,1.103,1.038,8.82,10.957,0.239,5.243,5.997,4.005,11.508,1.415,9.091,2.781,0.991,5.759
n01440764_7531.JPEG,3.321,0.147,0.481,0.175,9.63,9.903,1.668,0.041,0.128,0.505,10.14,0.184,10.288,11.512,0.309,0.265,1.623,6.987,0.279,1.361,0.456,0.747,2.53,0.052,9.167,0.201,0.377,6.036,0.019,0.291,0.212,1.159,0.141,0.226,0.434,1.493,0.231,0.399,0.201,0.551,0.155,5.256,0.116,0.473,0.251,0.201,7.752,0.043,4.937,6.454,6.304,0.167,2.312,3.317,0.257,4.112,1.578,0.185,0.201,0.242,0.176,0.229,0.166,0.067,0.127,0.249,0.321,0.154,4.937,9.34,0.151,5.895,0.926,0.183,0.952,0.826,5.533,0.778,0.139,4.3
n01440764_7548.JPEG,8.404,4.506,4.829,5.075,10.982,4.176,11.235,10.105,2.803,1.753,9.997,11.457,11.362,11.513,0.433,6.888,3.62,7.282,5.654,4.151,0.406,6.426,9.805,4.708,11.021,5.339,4.323,11.162,3.503,0.118,5.927,4.756,4.823,3.616,4.216,7.013,4.547,7.521,5.674,5.254,3.311,9.67,3.717,5.471,5.587,4.042,10.612,4.478,9.988,8.564,9.203,6.172,8.613,1.585,5.155,8.872,7.454,5.101,4.246,0.859,1.341,4.881,5.672,6.249,3.733,0.448,4.268,3.415,10.785,10.37,0.44,6.667,11.512,7.455,11.497,8.748,9.506,3.294,1.085,6.118
n01440764_7558.JPEG,7.199,11.412,1.244,0.716,6.719,8.645,5.936,11.512,8.991,0.673,10.662,11.513,8.007,11.513,0.6,3.083,2.854,8.591,11.487,8.807,0.431,2.223,7.496,10.842,10.159,10.819,0.361,10.591,1.424,0.436,11.483,7.029,1.432,6.201,10.418,10.31,10.768,0.475,11.494,8.376,7.531,13.404,7.905,0.672,14.774,10.104,1.309,10.047,10.116,7.83,10.315,0.904,1.941,2.085,3.228,8.067,3.875,9.478,9.252,5.942,9.201,11.477,11.426,11.513,1.619,2.225,0.715,11.508,10.797,4.996,0.391,7.576,0.888,11.513,10.19,0.449,8.915,0.428,2.847,4.044
n01440764_7562.JPEG,4.009,4.398,0.355,1.014,2.668,5.29,3.034,6.016,3.292,1.136,1.984,4.402,7.017,11.512,0.706,1.68,4.655,5.933,5.703,4.219,3.636,1.125,6.44,2.172,3.824,2.707,1.485,7.719,1.472,3.606,4.74,4.211,2.11,3.147,5.566,5.184,4.56,1.278,4.656,3.739,3.433,5.612,2.743,0.622,6.023,3.704,6.849,4.929,8.67,7.25,7.622,1.596,2.991,7.304,2.725,4.734,7.121,5.587,4.273,3.228,3.99,4.866,3.775,6.748,1.004,2.937,1.54,4.804,4.155,3.253,6.781,0.991,4.955,6.313,5.174,5.043,6.472,0.701,1.665,2.979
n01440764_7571.JPEG,6.379,2.441,0.395,3.252,8.782,7.975,5.61,3.061,0.324,0.647,0.755,2.419,10.686,11.512,0.287,1.159,0.457,9.115,2.411,0.827,0.754,0.934,6.487,1.252,2.864,2.45,1.239,9.425,0.196,1.559,2.926,2.458,0.293,0.309,0.401,5.615,1.999,0.935,2.909,2.832,0.65,6.733,0.596,0.883,2.435,2.242,10.62,1.19,7.87,5.894,7.424,0.777,4.271,7.502,0.603,6.908,3.495,2.382,1.811,0.516,0.113,3.316,2.97,2.248,0.462,0.49,0.811,1.547,8.825,2.005,1.933,2.102,1.583,3.805,0.725,2.352,7.912,2.631,0.276,3.942
n01440764_7585.JPEG,3.346,5.886,2.143,0.151,7.594,7.285,8.277,8.979,2.617,1.165,10.715,7.178,5.887,9.992,0.488,4.945,6.576,6.98,5.833,4.132,1.149,3.251,6.179,4.229,9.301,3.929,2.088,7.482,1.207,0.376,5.817,7.134,2.462,3.098,2.094,7.844,3.527,4.728,5.291,4.567,2.392,9.745,2.006,0.626,5.426,3.218,8.664,4.635,8.996,8.348,7.926,4.703,5.025,3.192,2.917,6.799,6.264,2.749,3.371,3.105,3.301,6.011,5.587,5.118,1.392,0.281,2.254,4.512,6.803,7.358,0.574,4.967,7.854,5.346,8.78,6.171,6.28,1.245,3.349,2.271
n01440764_7591.JPEG,5.852,5.494,0.515,2.009,5.212,6.257,6.069,2.976,1.923,6.301,7.389,2.735,10.3,11.512,0.88,1.33,8.734,8.051,4.842,7.363,0.735,2.856,5.489,6.957,7.431,7.122,2.261,8.41,1.164,0.588,5.613,6.958,3.885,2.271,6.826,8.186,5.67,1.813,5.724,8.114,2.388,8.319,1.437,1.375,5.055,3.063,10.879,4.138,6.954,6.683,7.987,3.645,3.888,0.454,1.571,5.833,4.509,4.66,5.153,1.274,4.285,5.986,4.216,4.104,1.386,0.59,2.486,3.397,7.821,8.978,0.358,10.022,8.579,4.577,3.171,3.485,6.946,1.072,2.121,8.257
n01440764_7610.JPEG,4.224,0.508,0.752,0.381,6.534,3.893,3.929,0.144,0.227,0.406,10.185,0.578,7.111,11.513,0.717,0.087,7.52,8.061,0.295,0.622,1.951,0.163,4.021,0.115,8.212,0.467,0.38,4.4,0.114,0.854,0.298,1.554,0.171,0.103,0.156,1.76,0.188,0.142,0.447,0.898,0.059,4.247,0.229,0.344,0.482,0.43,5.18,0.189,5.24,5.377,6.328,0.381,2.827,1.793,0.05,4.087,5.017,0.107,0.213,0.438,0.268,0.18,0.431,0.066,0.22,0.313,0.227,0.182,2.843,9.832,0.183,6.624,3.569,0.19,5.34,1.152,6.355,1.018,0.184,7.839
n01440764_762.JPEG,7.274,1.797,0.479,0.033,0.535,6.242,4.529,3.047,0.18,0.795,0.577,1.286,10.736,1.876,0.202,0.417,2.74,7.442,1.305,3.463,0.438,0.774,8.213,2.944,0.379,1.115,0.27,9.556,0.117,0.299,1.693,3.178,0.117,0.048,1.036,4.254,0.375,4.165,2.111,3.119,0.318,7.57,0.138,0.35,0.824,0.529,7.515,0.431,8.873,8.977,8.613,0.398,4.764,1.22,0.32,8.319,4.597,0.506,0.526,0.338,0.978,0.699,1.313,0.299,0.651,0.311,0.441,1.594,8.769,1.879,0.354,5.162,1.473,1.088,0.843,4.271,8.061,0.843,1.106,4.422
n01440764_7629.JPEG,1.047,1.685,2.397,2.394,1.835,2.532,1.935,10.466,2.634,2.18,2.11,1.07,7.705,1.544,1.025,0.535,4.667,5.845,1.091,1.86,0.423,0.656,1.636,4.28,3.751,5.624,0.293,3.207,0.981,0.797,0.855,4.535,2.566,0.878,3.018,5.832,6.162,1.09,3.011,5.559,3.554,6.9,1,0.897,1.411,2.515,3.326,3.067,3.16,1.622,5.964,0.241,0.839,0.357,0.58,1.766,2.991,1.241,1.385,1.764,2.473,2.618,0.964,5.757,1.869,0.202,2.495,2.093,2.784,0.386,0.903,5.25,0.701,1.896,0.582,0.443,1.307,0.871,6.151,3.487
n01440764_7632.JPEG,4.289,1.025,2.009,2.824,9.242,7.49,7.462,0.966,0.208,0.672,11.402,1.533,10.01,11.512,0.591,1.05,5.459,7.515,1.205,3.145,0.638,3.278,4.398,2.437,10.295,1.451,1.514,8.441,0.443,1.372,0.727,2.085,0.453,0.288,2.288,3.264,0.613,1.981,0.898,2.911,0.531,5.847,0.611,1.97,1.147,1.052,10.318,0.545,5.715,8.177,8.048,0.377,3.801,1.041,0.39,3.583,5.606,1.75,0.681,0.44,0.098,1.238,0.806,0.587,2.382,2.15,0.863,0.734,8.173,11.091,0.911,7.15,3.788,1.147,4.021,4.166,5.844,1.523,1.825,6.014
n01440764_7637.JPEG,5.003,6.894,1.974,6.489,5.215,6.187,7.856,6.652,4.4,1.429,8.814,11.51,10.146,11.513,2.155,5.94,3.228,6.804,6.462,6.651,0.664,6.594,4.849,5.71,11.615,3.646,2.106,8.817,1.565,0.413,5.895,5.277,2.265,3.625,5.921,6.616,5.564,6.338,6.938,4.899,4.263,8.075,2.497,3.207,8.697,3.009,10.555,5.766,6.841,8.362,7.768,2.469,5.416,0.441,1.485,6.963,5.486,4.177,4.608,5.228,4.591,6.921,6.017,7.577,3.793,0.315,1.118,7.847,8.535,10.164,0.936,4.805,10.211,5.19,7.061,6.177,6.35,1.87,3.792,4.499
n01440764_7638.JPEG,7.535,2.151,1.601,2.538,7.946,7.089,9.875,3.088,0.516,0.63,11.449,4.826,11.215,11.513,0.355,4.007,1.503,7.823,2.307,2.062,0.309,4.725,8.518,0.934,10.612,2.649,1.924,10.152,0.693,0.466,2.762,3.509,1.551,0.659,2.31,4.973,2.019,2.976,3.246,1.597,1.58,8.251,1.236,2.416,2.89,2.881,11.008,1.576,9.039,7.302,9.038,3.172,6.513,0.74,1.582,7.479,6.684,3.493,2.352,1.74,0.244,3.053,3.378,2.318,4.399,1.696,1.542,1.612,9.604,11.123,0.771,8.239,1.441,3.681,7.941,6.614,9.028,1.332,3.539,7.515
n01440764_7647.JPEG,10.122,3.533,0.229,0.752,5.253,9.408,10.108,2.571,0.731,0.882,11.279,4.055,10.065,11.513,0.211,2.327,7.705,6.251,3.791,3.987,0.251,3.141,9.4,4.565,7.929,3.837,1.813,10.205,0.466,1.042,3.791,2.531,0.711,0.679,4.578,6.045,1.685,5.157,3.806,5.687,1.307,8.921,0.69,0.488,3.221,2.055,9.061,1.895,9.514,9.186,9.022,0.262,5.822,1.213,0.69,9.291,8.242,2.907,2.358,0.235,0.072,2.988,3.984,2.804,1.295,1.721,0.241,2.799,10.359,11.43,2.096,4.334,5.583,5.704,7.773,5.069,9.569,0.454,1.026,7.153
n01440764_7671.JPEG,7.342,4.2,0.588,0.756,10.155,6.756,7.934,4.728,0.783,1.071,8.197,3.923,10.903,11.512,0.324,4.675,5.17,3.741,3.727,4.102,0.389,2.267,8.348,5.208,10.983,4.497,1.452,11.167,0.379,0.879,3.797,5.225,1.375,2.967,1.81,6.381,3.827,1.697,4.538,6.353,2.783,6.335,1.75,3.467,4.891,3.255,11.58,2.364,7.584,8.519,9.395,1.954,4.314,1.148,1.294,7.968,7.307,4.266,3.807,0.654,2.327,4.593,3.976,2.783,1.631,1.982,1.217,2.899,9.615,11.397,0.576,8.628,8.39,4.266,4.315,4.859,9.524,0.679,1.081,5.888
n01440764_7677.JPEG,8.648,11.442,4.072,2.234,8.565,10.282,4.753,11.51,9.984,1.785,8.751,2.97,11.321,11.513,2.212,0.721,1.478,6.365,10.977,9.572,1.226,1.343,10.393,5.223,7.584,5.189,4.073,11.155,6.809,0.636,11.464,6.863,8.005,8.182,8.492,7.72,11.097,4.041,11.495,4.165,10.239,12.799,9.035,0.222,15.016,10.957,5.682,11.192,10.211,6.388,8.603,0.507,9.351,2.877,6.641,9.285,6.844,7.746,10.067,0.801,7.713,11.494,11.483,8.296,0.819,3.81,1.105,11.499,9.739,10.608,2.173,6.813,0.461,11.513,6.278,6.69,8.492,0.955,9.46,5.251
n01440764_7688.JPEG,6.733,4.765,0.869,0.956,9.775,5.38,5.611,4.327,0.923,0.499,11.443,2.613,10.548,11.513,0.224,0.456,6.278,5.652,3.155,3.403,0.153,2.031,6.596,5.032,8.31,4.713,0.7,9.671,0.449,0.49,4.828,6.34,1.292,1.851,3.786,6.028,1.768,3.147,4.681,7.144,1.464,5.875,0.819,0.783,5.047,3.722,7.828,2.587,8.717,8.544,9.064,1.629,7.077,0.448,1.447,6.536,3.682,3.949,3.64,0.857,4.103,5.047,4.603,1.337,0.728,0.317,0.527,3.745,8.793,9.907,0.441,0.852,0.629,6.39,7.824,6.591,8.755,0.289,5.264,5.528
n01440764_769.JPEG,6.974,4.375,0.233,1.586,4.092,7.558,8.379,6.996,0.691,0.434,0.915,4.088,10.995,4.202,0.451,2.791,7.452,6.021,4.045,6.958,0.373,2.618,7.275,5.975,1.157,3.5,2.339,6.757,0.372,0.229,3.226,5.805,0.915,0.316,4.201,6.593,2.088,4.029,4.332,7.323,1.545,8.557,1.391,0.597,3.168,2.486,5.774,1.909,8.697,8.93,9.551,0.818,5.442,4.773,1.17,5.967,6.194,4.923,2.72,0.892,3.555,3.869,3.514,5.168,0.486,0.295,2.04,2.707,10.204,0.59,0.277,6.621,3.13,5.248,1.767,3.633,9.375,0.914,0.475,4.298
n01440764_7701.JPEG,1.572,1.111,1.595,0.441,3.992,5.426,0.846,1.633,0.552,0.476,1.649,1.268,3.46,2.233,0.233,1.043,4.666,5.72,0.599,5.528,0.451,1.159,2.99,1.533,1.05,0.948,0.758,6.653,0.588,0.46,0.583,1.434,0.393,0.594,2.363,1.717,0.577,0.446,1.022,2.368,0.865,6.28,0.467,1.306,1.091,0.483,1.17,0.437,5.819,9.215,8.881,1.493,3.543,0.716,0.313,1.213,0.96,2.426,0.699,0.916,0.644,0.563,0.833,1.786,0.95,0.9,1.23,0.812,3.703,0.898,1.327,1.062,1.064,1.141,0.613,1.011,3.979,1.286,0.29,2.91
n01440764_7714.JPEG,6.788,3.817,0.273,0.845,10.651,8.675,5.721,0.316,1.051,0.667,7.075,4.551,11.036,0.77,0.235,0.525,4.697,8.247,4.138,4.278,0.293,1.399,6.791,0.887,7.998,1.85,0.317,10.961,0.347,0.567,2.821,0.146,1.924,0.876,4.424,6.318,3.978,0.918,4.588,4.101,1.729,9.209,0.598,0.195,4.222,3.662,6.636,2.802,10.392,8.723,8.808,0.738,4.336,0.094,1.769,9.057,7.537,3.991,3.293,0.218,0.222,2.872,3.964,0.725,0.681,1.02,0.516,2.116,10.094,0.875,0.295,5.976,3.463,2.479,1.362,0.611,9.325,1.182,1.192,2.553
n01440764_7715.JPEG,9.309,5.093,0.531,0.303,11.122,7.781,10.664,7.095,2.365,0.804,11.412,8.714,11.339,11.513,0.165,0.885,8.671,5.787,3.997,9.527,0.936,1.432,10.591,8.886,11.706,8.238,1.375,11.262,1.139,0.707,4.424,8.288,4.023,4.582,8.091,9.549,4.8,3.003,5.247,9.661,2.772,9.056,2.462,0.611,5.575,3.523,8.143,4.613,10.931,8.836,10.515,1.958,8.875,0.481,3.322,7.965,6.681,9.468,4.387,0.366,6.402,5.415,5.467,6.704,0.673,2.192,0.432,3.786,10.874,11.397,0.85,3.761,11.512,6.267,6.38,4.587,8.805,0.77,0.29,10.86
n01440764_7719.JPEG,4.823,0.396,0.263,0.277,8.564,7.237,3.41,0.483,0.191,2.525,5.456,0.324,10.127,2.07,0.191,0.97,8.117,7.103,0.626,0.9,0.137,0.826,4.651,0.373,5.036,0.795,0.169,8.588,0.128,0.367,0.409,1.339,0.088,0.217,0.893,3.174,0.477,0.187,0.389,0.56,0.083,5.559,0.323,0.293,0.482,0.29,9.325,0.368,6.172,6.692,7.471,0.153,2.651,2.606,0.1,6.317,3.126,0.627,0.405,1.032,0.081,0.499,0.638,0.113,0.182,0.307,0.207,0.373,7.83,5.163,0.144,6.971,0.24,0.207,2.937,0.458,7.795,0.091,0.328,7.108
n01440764_7746.JPEG,8.719,6.353,5.701,8.363,8.956,7.093,9.42,5.022,3.141,0.81,3.893,11.511,10.896,11.512,0.83,8.321,9.896,8.478,5.634,5.631,2.432,10.603,9.071,4.432,1.943,5.382,8.776,11.144,3.683,9.115,7.244,8.502,4.301,3.703,5.848,9.021,5.155,11.512,6.216,4.942,3.737,11.207,4.026,3.319,5.457,4.952,7.771,5.138,10.241,8.795,9.731,5.964,7.371,2.672,3.935,8.04,7.535,5.342,5.52,0.905,7.433,6.678,6.6,8.322,11.056,0.572,4.641,7.586,10.229,5.484,7.975,6.213,10.035,10.287,7.883,7.762,9.917,2.786,0.993,5.765
